origin1;origin2;origin3;origin4;religion1;religion2;religion3;religion4;location
Japan;Sudan;Nepal;Ethiopia;Shintoist;Muslim;Hindu;Christian;Ethiopia
Ethiopia;Sudan;Thailand;Japan;Christian;Muslim;Budhist;Shintoist;Sudan
Japan;Vietnam;Sudan;Ethiopia;Shintoist;Budhist;Muslim;Christian;Ethiopia
Ethiopia;Bangladesh;Thailand;Japan;Christian;Muslim;Budhist;Shintoist;Bangladesh
Ethiopia;Japan;Bangladesh;Vietnam;Christian;Shintoist;Muslim;Budhist;Vietnam
India;Japan;Thailand;Ethiopia;Hindu;Shintoist;Budhist;Christian;India
Japan;India;Ethiopia;Vietnam;Shintoist;Hindu;Christian;Budhist;Japan
Japan;Ethiopia;Thailand;Nepal;Shintoist;Christian;Budhist;Hindu;Nepal
Japan;Ethiopia;Nepal;Vietnam;Shintoist;Christian;Hindu;Budhist;Japan
Ethiopia;Japan;Pakistan;Thailand;Christian;Shintoist;Muslim;Budhist;Japan
Pakistan;Japan;Vietnam;Ethiopia;Muslim;Shintoist;Budhist;Christian;Ethiopia
Thailand;India;Ethiopia;Iran;Budhist;Hindu;Christian;Muslim;India
Ethiopia;India;Vietnam;Iran;Christian;Hindu;Budhist;Muslim;Ethiopia
Thailand;Iran;Ethiopia;Nepal;Budhist;Muslim;Christian;Hindu;Thailand
Vietnam;Nepal;Iran;Ethiopia;Budhist;Hindu;Muslim;Christian;Iran
India;Thailand;Ethiopia;Iraq;Hindu;Budhist;Christian;Muslim;Thailand
Vietnam;Iraq;India;Ethiopia;Budhist;Muslim;Hindu;Christian;Ethiopia
Thailand;Nepal;Iraq;Ethiopia;Budhist;Hindu;Muslim;Christian;Ethiopia
Vietnam;Iraq;Nepal;Ethiopia;Budhist;Muslim;Hindu;Christian;Ethiopia
India;Thailand;Turkey;Ethiopia;Hindu;Budhist;Muslim;Christian;Thailand
India;Vietnam;Turkey;Ethiopia;Hindu;Budhist;Muslim;Christian;India
Nepal;Thailand;Turkey;Ethiopia;Hindu;Budhist;Muslim;Christian;Ethiopia
Vietnam;Nepal;Turkey;Ethiopia;Budhist;Hindu;Muslim;Christian;Nepal
Thailand;Algeria;Ethiopia;India;Budhist;Muslim;Christian;Hindu;Thailand
Vietnam;Ethiopia;Algeria;India;Budhist;Christian;Muslim;Hindu;India
Ethiopia;Nepal;Algeria;Thailand;Christian;Hindu;Muslim;Budhist;Algeria
Nepal;Algeria;Vietnam;Ethiopia;Hindu;Muslim;Budhist;Christian;Nepal
Ethiopia;Thailand;Egypt;India;Christian;Budhist;Muslim;Hindu;India
Egypt;India;Ethiopia;Vietnam;Muslim;Hindu;Christian;Budhist;India
Ethiopia;Thailand;Nepal;Egypt;Christian;Budhist;Hindu;Muslim;Ethiopia
Ethiopia;Vietnam;Egypt;Nepal;Christian;Budhist;Muslim;Hindu;Ethiopia
Sudan;India;Ethiopia;Thailand;Muslim;Hindu;Christian;Budhist;Sudan
Vietnam;India;Sudan;Ethiopia;Budhist;Hindu;Muslim;Christian;Vietnam
Thailand;Sudan;Nepal;Ethiopia;Budhist;Muslim;Hindu;Christian;Ethiopia
Vietnam;Sudan;Nepal;Ethiopia;Budhist;Muslim;Hindu;Christian;Ethiopia
China;Romania;India;Iran;Non-religious;Christian;Hindu;Muslim;Romania
Romania;Iran;China;Nepal;Christian;Muslim;Non-religious;Hindu;Nepal
Thailand;Romania;Iran;China;Budhist;Christian;Muslim;Non-religious;Iran
Romania;Iran;China;Vietnam;Christian;Muslim;Non-religious;Budhist;Romania
Iraq;Romania;China;India;Muslim;Christian;Non-religious;Hindu;Iraq
Romania;Iraq;China;Nepal;Christian;Muslim;Non-religious;Hindu;Romania
Romania;Iraq;China;Thailand;Christian;Muslim;Non-religious;Budhist;Thailand
Vietnam;Romania;Iraq;China;Budhist;Christian;Muslim;Non-religious;Romania
Romania;China;Turkey;India;Christian;Non-religious;Muslim;Hindu;Turkey
China;Nepal;Turkey;Romania;Non-religious;Hindu;Muslim;Christian;China
Romania;Turkey;China;Thailand;Christian;Muslim;Non-religious;Budhist;China
Romania;Turkey;Vietnam;China;Christian;Muslim;Budhist;Non-religious;Turkey
Algeria;China;Romania;India;Muslim;Non-religious;Christian;Hindu;India
China;Nepal;Algeria;Romania;Non-religious;Hindu;Muslim;Christian;Algeria
Algeria;China;Thailand;Romania;Muslim;Non-religious;Budhist;Christian;Thailand
China;Romania;Algeria;Vietnam;Non-religious;Christian;Muslim;Budhist;Romania
Romania;China;India;Egypt;Christian;Non-religious;Hindu;Muslim;China
Nepal;China;Romania;Egypt;Hindu;Non-religious;Christian;Muslim;Nepal
Romania;China;Egypt;Thailand;Christian;Non-religious;Muslim;Budhist;Romania
Vietnam;Romania;Egypt;China;Budhist;Christian;Muslim;Non-religious;China
India;Romania;China;Sudan;Hindu;Christian;Non-religious;Muslim;Romania
China;Nepal;Romania;Sudan;Non-religious;Hindu;Christian;Muslim;Nepal
China;Thailand;Sudan;Romania;Non-religious;Budhist;Muslim;Christian;Sudan
China;Romania;Vietnam;Sudan;Non-religious;Christian;Budhist;Muslim;Romania
Thailand;Bangladesh;Romania;China;Budhist;Muslim;Christian;Non-religious;Romania
Romania;Bangladesh;China;Vietnam;Christian;Muslim;Non-religious;Budhist;Bangladesh
China;India;Romania;Thailand;Non-religious;Hindu;Christian;Budhist;China
India;China;Romania;Vietnam;Hindu;Non-religious;Christian;Budhist;Vietnam
Thailand;China;Nepal;Romania;Budhist;Non-religious;Hindu;Christian;Romania
China;Nepal;Romania;Vietnam;Non-religious;Hindu;Christian;Budhist;Nepal
Pakistan;Romania;Thailand;China;Muslim;Christian;Budhist;Non-religious;China
China;Vietnam;Pakistan;Romania;Non-religious;Budhist;Muslim;Christian;China
Russian Federation;Iran;India;China;Christian;Muslim;Hindu;Non-religious;Russian Federation
Nepal;Russian Federation;Iran;China;Hindu;Christian;Muslim;Non-religious;China
Thailand;Russian Federation;Iran;China;Budhist;Christian;Muslim;Non-religious;Iran
Iran;Russian Federation;China;Vietnam;Muslim;Christian;Non-religious;Budhist;Vietnam
Iraq;Russian Federation;India;China;Muslim;Christian;Hindu;Non-religious;China
Nepal;Iraq;Russian Federation;China;Hindu;Muslim;Christian;Non-religious;China
China;Thailand;Russian Federation;Iraq;Non-religious;Budhist;Christian;Muslim;Thailand
Iraq;Russian Federation;China;Vietnam;Muslim;Christian;Non-religious;Budhist;China
Turkey;Russian Federation;China;India;Muslim;Christian;Non-religious;Hindu;India
Russian Federation;Nepal;Turkey;China;Christian;Hindu;Muslim;Non-religious;Nepal
Thailand;China;Russian Federation;Turkey;Budhist;Non-religious;Christian;Muslim;Turkey
Turkey;China;Russian Federation;Vietnam;Muslim;Non-religious;Christian;Budhist;Vietnam
China;Algeria;India;Russian Federation;Non-religious;Muslim;Hindu;Christian;China
Nepal;Algeria;Russian Federation;China;Hindu;Muslim;Christian;Non-religious;China
Thailand;Russian Federation;China;Algeria;Budhist;Christian;Non-religious;Muslim;Russian Federation
Russian Federation;Vietnam;China;Algeria;Christian;Budhist;Non-religious;Muslim;Vietnam
Egypt;Russian Federation;India;China;Muslim;Christian;Hindu;Non-religious;China
Russian Federation;Egypt;China;Nepal;Christian;Muslim;Non-religious;Hindu;Egypt
Thailand;Russian Federation;China;Egypt;Budhist;Christian;Non-religious;Muslim;China
China;Vietnam;Russian Federation;Egypt;Non-religious;Budhist;Christian;Muslim;Vietnam
India;Russian Federation;China;Sudan;Hindu;Christian;Non-religious;Muslim;Sudan
Sudan;Russian Federation;Nepal;China;Muslim;Christian;Hindu;Non-religious;China
China;Thailand;Russian Federation;Sudan;Non-religious;Budhist;Christian;Muslim;Russian Federation
China;Vietnam;Sudan;Russian Federation;Non-religious;Budhist;Muslim;Christian;Vietnam
Thailand;Bangladesh;Russian Federation;China;Budhist;Muslim;Christian;Non-religious;Thailand
Vietnam;China;Bangladesh;Russian Federation;Budhist;Non-religious;Muslim;Christian;China
India;Thailand;China;Russian Federation;Hindu;Budhist;Non-religious;Christian;India
Vietnam;China;India;Russian Federation;Budhist;Non-religious;Hindu;Christian;China
Thailand;Russian Federation;Nepal;China;Budhist;Christian;Hindu;Non-religious;Thailand
Russian Federation;Vietnam;Nepal;China;Christian;Budhist;Hindu;Non-religious;Vietnam
Thailand;China;Russian Federation;Pakistan;Budhist;Non-religious;Christian;Muslim;Russian Federation
Pakistan;Russian Federation;Vietnam;China;Muslim;Christian;Budhist;Non-religious;Pakistan
Iran;Ukraine;India;China;Muslim;Christian;Hindu;Non-religious;China
China;Iran;Nepal;Ukraine;Non-religious;Muslim;Hindu;Christian;Nepal
Thailand;Ukraine;Iran;China;Budhist;Christian;Muslim;Non-religious;Ukraine
Vietnam;Iran;China;Ukraine;Budhist;Muslim;Non-religious;Christian;Ukraine
India;China;Iraq;Ukraine;Hindu;Non-religious;Muslim;Christian;India
Iraq;Ukraine;China;Nepal;Muslim;Christian;Non-religious;Hindu;Ukraine
Thailand;Iraq;Ukraine;China;Budhist;Muslim;Christian;Non-religious;China
Iraq;Vietnam;China;Ukraine;Muslim;Budhist;Non-religious;Christian;Vietnam
Ukraine;Turkey;China;India;Christian;Muslim;Non-religious;Hindu;Turkey
Ukraine;Turkey;China;Nepal;Christian;Muslim;Non-religious;Hindu;Ukraine
Ukraine;Turkey;China;Thailand;Christian;Muslim;Non-religious;Budhist;Ukraine
Ukraine;China;Turkey;Vietnam;Christian;Non-religious;Muslim;Budhist;Vietnam
India;Algeria;Ukraine;China;Hindu;Muslim;Christian;Non-religious;India
China;Nepal;Algeria;Ukraine;Non-religious;Hindu;Muslim;Christian;Nepal
Thailand;Algeria;Ukraine;China;Budhist;Muslim;Christian;Non-religious;Thailand
Ukraine;Vietnam;Algeria;China;Christian;Budhist;Muslim;Non-religious;China
Egypt;India;China;Ukraine;Muslim;Hindu;Non-religious;Christian;India
Nepal;China;Ukraine;Egypt;Hindu;Non-religious;Christian;Muslim;Nepal
Ukraine;Thailand;China;Egypt;Christian;Budhist;Non-religious;Muslim;Thailand
Ukraine;Vietnam;China;Egypt;Christian;Budhist;Non-religious;Muslim;Egypt
Ukraine;India;China;Sudan;Christian;Hindu;Non-religious;Muslim;China
Sudan;Nepal;China;Ukraine;Muslim;Hindu;Non-religious;Christian;China
Thailand;Sudan;Ukraine;China;Budhist;Muslim;Christian;Non-religious;Sudan
Vietnam;Ukraine;China;Sudan;Budhist;Christian;Non-religious;Muslim;Sudan
China;Thailand;Ukraine;Bangladesh;Non-religious;Budhist;Christian;Muslim;Ukraine
China;Bangladesh;Vietnam;Ukraine;Non-religious;Muslim;Budhist;Christian;Ukraine
Ukraine;India;China;Thailand;Christian;Hindu;Non-religious;Budhist;Thailand
Ukraine;Vietnam;India;China;Christian;Budhist;Hindu;Non-religious;India
Ukraine;Nepal;Thailand;China;Christian;Hindu;Budhist;Non-religious;Ukraine
Nepal;Vietnam;Ukraine;China;Hindu;Budhist;Christian;Non-religious;Vietnam
China;Thailand;Pakistan;Ukraine;Non-religious;Budhist;Muslim;Christian;Ukraine
Vietnam;Ukraine;Pakistan;China;Budhist;Christian;Muslim;Non-religious;Vietnam
India;Iran;Mexico;China;Hindu;Muslim;Christian;Non-religious;Iran
China;Iran;Mexico;Nepal;Non-religious;Muslim;Christian;Hindu;Iran
Mexico;Iran;Thailand;China;Christian;Muslim;Budhist;Non-religious;Thailand
China;Iran;Vietnam;Mexico;Non-religious;Muslim;Budhist;Christian;China
China;Iran;India;Canada;Non-religious;Muslim;Hindu;Christian;India
Nepal;Canada;Iran;China;Hindu;Christian;Muslim;Non-religious;Nepal
Iran;Thailand;China;Canada;Muslim;Budhist;Non-religious;Christian;Canada
China;Vietnam;Iran;Canada;Non-religious;Budhist;Muslim;Christian;Vietnam
Iran;United States of America;China;India;Muslim;Christian;Non-religious;Hindu;India
Iran;China;United States of America;Nepal;Muslim;Non-religious;Christian;Hindu;United States of America
Thailand;China;United States of America;Iran;Budhist;Non-religious;Christian;Muslim;China
Vietnam;United States of America;China;Iran;Budhist;Christian;Non-religious;Muslim;China
India;Iran;China;Sweden;Hindu;Muslim;Non-religious;Christian;Sweden
Iran;Nepal;Sweden;China;Muslim;Hindu;Christian;Non-religious;Iran
Iran;Thailand;Sweden;China;Muslim;Budhist;Christian;Non-religious;Iran
China;Sweden;Iran;Vietnam;Non-religious;Christian;Muslim;Budhist;Sweden
China;Iran;India;United Kingdom;Non-religious;Muslim;Hindu;Christian;Iran
Nepal;Iran;China;United Kingdom;Hindu;Muslim;Non-religious;Christian;Iran
Iran;China;Thailand;United Kingdom;Muslim;Non-religious;Budhist;Christian;Iran
United Kingdom;Vietnam;Iran;China;Christian;Budhist;Muslim;Non-religious;Vietnam
India;China;Australia;Iran;Hindu;Non-religious;Christian;Muslim;India
China;Iran;Australia;Nepal;Non-religious;Muslim;Christian;Hindu;Iran
China;Thailand;Australia;Iran;Non-religious;Budhist;Christian;Muslim;Thailand
Iran;Vietnam;China;Australia;Muslim;Budhist;Non-religious;Christian;Vietnam
China;India;Iran;Papua New Guinea;Non-religious;Hindu;Muslim;Christian;Iran
Iran;Nepal;Papua New Guinea;China;Muslim;Hindu;Christian;Non-religious;Papua New Guinea
Iran;China;Thailand;Papua New Guinea;Muslim;Non-religious;Budhist;Christian;Iran
Iran;Papua New Guinea;China;Vietnam;Muslim;Christian;Non-religious;Budhist;Vietnam
Iran;China;India;Brazil;Muslim;Non-religious;Hindu;Christian;India
Nepal;Brazil;Iran;China;Hindu;Christian;Muslim;Non-religious;Nepal
China;Brazil;Iran;Thailand;Non-religious;Christian;Muslim;Budhist;Thailand
China;Brazil;Vietnam;Iran;Non-religious;Christian;Budhist;Muslim;Vietnam
Iran;China;India;Colombia;Muslim;Non-religious;Hindu;Christian;Iran
China;Colombia;Iran;Nepal;Non-religious;Christian;Muslim;Hindu;Iran
Colombia;Iran;Thailand;China;Christian;Muslim;Budhist;Non-religious;China
China;Colombia;Vietnam;Iran;Non-religious;Christian;Budhist;Muslim;Vietnam
India;Iran;Georgia;China;Hindu;Muslim;Christian;Non-religious;India
Thailand;China;India;Iran;Budhist;Non-religious;Hindu;Muslim;China
India;China;Iran;Vietnam;Hindu;Non-religious;Muslim;Budhist;Iran
Philippines;India;China;Iran;Christian;Hindu;Non-religious;Muslim;Iran
India;Greece;China;Iran;Hindu;Christian;Non-religious;Muslim;Iran
Iran;China;South Africa;India;Muslim;Non-religious;Christian;Hindu;China
Iran;Italy;China;India;Muslim;Christian;Non-religious;Hindu;India
Nigeria;Iran;China;India;Christian;Muslim;Non-religious;Hindu;China
India;France;China;Iran;Hindu;Christian;Non-religious;Muslim;India
India;Germany;China;Iran;Hindu;Christian;Non-religious;Muslim;Iran
Iran;China;Georgia;Nepal;Muslim;Non-religious;Christian;Hindu;Georgia
China;Iran;Nepal;Thailand;Non-religious;Muslim;Hindu;Budhist;China
Nepal;Vietnam;China;Iran;Hindu;Budhist;Non-religious;Muslim;Nepal
China;Philippines;Nepal;Iran;Non-religious;Christian;Hindu;Muslim;Iran
Nepal;Iran;China;Greece;Hindu;Muslim;Non-religious;Christian;Iran
China;Iran;South Africa;Nepal;Non-religious;Muslim;Christian;Hindu;Nepal
Iran;China;Nepal;Italy;Muslim;Non-religious;Hindu;Christian;Nepal
Nepal;China;Nigeria;Iran;Hindu;Non-religious;Christian;Muslim;Nigeria
Nepal;China;Iran;France;Hindu;Non-religious;Muslim;Christian;Nepal
Nepal;China;Iran;Germany;Hindu;Non-religious;Muslim;Christian;Germany
Thailand;China;Georgia;Iran;Budhist;Non-religious;Christian;Muslim;Iran
Iran;Vietnam;Georgia;China;Muslim;Budhist;Christian;Non-religious;Georgia
China;Iran;Thailand;Greece;Non-religious;Muslim;Budhist;Christian;China
South Africa;China;Thailand;Iran;Christian;Non-religious;Budhist;Muslim;Thailand
Thailand;Italy;Iran;China;Budhist;Christian;Muslim;Non-religious;China
China;Thailand;Iran;Nigeria;Non-religious;Budhist;Muslim;Christian;Nigeria
China;Thailand;France;Iran;Non-religious;Budhist;Christian;Muslim;China
China;Germany;Iran;Thailand;Non-religious;Christian;Muslim;Budhist;China
Greece;Vietnam;Iran;China;Christian;Budhist;Muslim;Non-religious;China
Vietnam;Iran;China;South Africa;Budhist;Muslim;Non-religious;Christian;China
Vietnam;Iran;China;Italy;Budhist;Muslim;Non-religious;Christian;China
Nigeria;China;Iran;Vietnam;Christian;Non-religious;Muslim;Budhist;China
France;Iran;Vietnam;China;Christian;Muslim;Budhist;Non-religious;China
Germany;Iran;Vietnam;China;Christian;Muslim;Budhist;Non-religious;Iran
Mexico;China;India;Iraq;Christian;Non-religious;Hindu;Muslim;Iraq
Nepal;Iraq;Mexico;China;Hindu;Muslim;Christian;Non-religious;Iraq
Thailand;Iraq;Mexico;China;Budhist;Muslim;Christian;Non-religious;Thailand
Mexico;Iraq;China;Vietnam;Christian;Muslim;Non-religious;Budhist;Iraq
Canada;India;Iraq;China;Christian;Hindu;Muslim;Non-religious;China
Iraq;China;Canada;Nepal;Muslim;Non-religious;Christian;Hindu;Nepal
Canada;Iraq;China;Thailand;Christian;Muslim;Non-religious;Budhist;Canada
Vietnam;China;Canada;Iraq;Budhist;Non-religious;Christian;Muslim;Canada
China;India;Iraq;United States of America;Non-religious;Hindu;Muslim;Christian;Iraq
China;Iraq;United States of America;Nepal;Non-religious;Muslim;Christian;Hindu;China
United States of America;Iraq;Thailand;China;Christian;Muslim;Budhist;Non-religious;United States of America
China;United States of America;Iraq;Vietnam;Non-religious;Christian;Muslim;Budhist;United States of America
China;Sweden;Iraq;India;Non-religious;Christian;Muslim;Hindu;India
Iraq;Nepal;China;Sweden;Muslim;Hindu;Non-religious;Christian;Nepal
Sweden;China;Iraq;Thailand;Christian;Non-religious;Muslim;Budhist;Sweden
Sweden;China;Vietnam;Iraq;Christian;Non-religious;Budhist;Muslim;Vietnam
India;United Kingdom;Iraq;China;Hindu;Christian;Muslim;Non-religious;India
Iraq;United Kingdom;China;Nepal;Muslim;Christian;Non-religious;Hindu;Iraq
United Kingdom;Thailand;Iraq;China;Christian;Budhist;Muslim;Non-religious;Thailand
Iraq;China;Vietnam;United Kingdom;Muslim;Non-religious;Budhist;Christian;China
Iraq;Australia;India;China;Muslim;Christian;Hindu;Non-religious;Australia
Iraq;Australia;China;Nepal;Muslim;Christian;Non-religious;Hindu;Nepal
Australia;Iraq;China;Thailand;Christian;Muslim;Non-religious;Budhist;Thailand
Australia;Iraq;China;Vietnam;Christian;Muslim;Non-religious;Budhist;Vietnam
Papua New Guinea;India;China;Iraq;Christian;Hindu;Non-religious;Muslim;Iraq
Iraq;China;Papua New Guinea;Nepal;Muslim;Non-religious;Christian;Hindu;Papua New Guinea
Iraq;China;Thailand;Papua New Guinea;Muslim;Non-religious;Budhist;Christian;Thailand
Vietnam;Papua New Guinea;Iraq;China;Budhist;Christian;Muslim;Non-religious;Papua New Guinea
Iraq;India;Brazil;China;Muslim;Hindu;Christian;Non-religious;China
Iraq;China;Nepal;Brazil;Muslim;Non-religious;Hindu;Christian;Brazil
Brazil;Iraq;Thailand;China;Christian;Muslim;Budhist;Non-religious;Iraq
Vietnam;Iraq;Brazil;China;Budhist;Muslim;Christian;Non-religious;Vietnam
Colombia;China;India;Iraq;Christian;Non-religious;Hindu;Muslim;Iraq
Nepal;China;Colombia;Iraq;Hindu;Non-religious;Christian;Muslim;Nepal
China;Iraq;Thailand;Colombia;Non-religious;Muslim;Budhist;Christian;Iraq
Colombia;Iraq;Vietnam;China;Christian;Muslim;Budhist;Non-religious;Iraq
Georgia;India;China;Iraq;Christian;Hindu;Non-religious;Muslim;India
Thailand;China;Iraq;India;Budhist;Non-religious;Muslim;Hindu;China
Iraq;Vietnam;China;India;Muslim;Budhist;Non-religious;Hindu;India
Philippines;India;Iraq;China;Christian;Hindu;Muslim;Non-religious;China
Greece;India;Iraq;China;Christian;Hindu;Muslim;Non-religious;Iraq
China;South Africa;India;Iraq;Non-religious;Christian;Hindu;Muslim;South Africa
Iraq;China;India;Italy;Muslim;Non-religious;Hindu;Christian;China
China;Nigeria;Iraq;India;Non-religious;Christian;Muslim;Hindu;Nigeria
India;France;Iraq;China;Hindu;Christian;Muslim;Non-religious;France
China;India;Germany;Iraq;Non-religious;Hindu;Christian;Muslim;China
Georgia;Nepal;Iraq;China;Christian;Hindu;Muslim;Non-religious;Georgia
Thailand;Iraq;Nepal;China;Budhist;Muslim;Hindu;Non-religious;Iraq
Vietnam;Iraq;Nepal;China;Budhist;Muslim;Hindu;Non-religious;Nepal
Nepal;Philippines;Iraq;China;Hindu;Christian;Muslim;Non-religious;Philippines
Nepal;China;Greece;Iraq;Hindu;Non-religious;Christian;Muslim;Iraq
Iraq;China;South Africa;Nepal;Muslim;Non-religious;Christian;Hindu;China
China;Nepal;Italy;Iraq;Non-religious;Hindu;Christian;Muslim;Italy
Nepal;Iraq;Nigeria;China;Hindu;Muslim;Christian;Non-religious;Iraq
Iraq;China;France;Nepal;Muslim;Non-religious;Christian;Hindu;Nepal
China;Nepal;Germany;Iraq;Non-religious;Hindu;Christian;Muslim;Nepal
Georgia;China;Thailand;Iraq;Christian;Non-religious;Budhist;Muslim;Georgia
Georgia;China;Iraq;Vietnam;Christian;Non-religious;Muslim;Budhist;Vietnam
Greece;Thailand;China;Iraq;Christian;Budhist;Non-religious;Muslim;Iraq
South Africa;China;Iraq;Thailand;Christian;Non-religious;Muslim;Budhist;China
Italy;Thailand;China;Iraq;Christian;Budhist;Non-religious;Muslim;Iraq
China;Thailand;Iraq;Nigeria;Non-religious;Budhist;Muslim;Christian;Iraq
France;Thailand;China;Iraq;Christian;Budhist;Non-religious;Muslim;China
Thailand;China;Germany;Iraq;Budhist;Non-religious;Christian;Muslim;Thailand
China;Iraq;Greece;Vietnam;Non-religious;Muslim;Christian;Budhist;Greece
Vietnam;Iraq;China;South Africa;Budhist;Muslim;Non-religious;Christian;Vietnam
Iraq;China;Italy;Vietnam;Muslim;Non-religious;Christian;Budhist;Vietnam
Iraq;China;Nigeria;Vietnam;Muslim;Non-religious;Christian;Budhist;China
China;France;Vietnam;Iraq;Non-religious;Christian;Budhist;Muslim;Iraq
China;Germany;Vietnam;Iraq;Non-religious;Christian;Budhist;Muslim;China
Mexico;China;India;Turkey;Christian;Non-religious;Hindu;Muslim;Mexico
Nepal;Turkey;Mexico;China;Hindu;Muslim;Christian;Non-religious;Nepal
Mexico;China;Turkey;Thailand;Christian;Non-religious;Muslim;Budhist;China
China;Vietnam;Turkey;Mexico;Non-religious;Budhist;Muslim;Christian;Vietnam
China;Canada;India;Turkey;Non-religious;Christian;Hindu;Muslim;Turkey
Turkey;Nepal;China;Canada;Muslim;Hindu;Non-religious;Christian;Turkey
Turkey;Thailand;China;Canada;Muslim;Budhist;Non-religious;Christian;China
Canada;Vietnam;China;Turkey;Christian;Budhist;Non-religious;Muslim;Turkey
India;Turkey;China;United States of America;Hindu;Muslim;Non-religious;Christian;United States of America
United States of America;China;Turkey;Nepal;Christian;Non-religious;Muslim;Hindu;United States of America
Turkey;China;Thailand;United States of America;Muslim;Non-religious;Budhist;Christian;Turkey
China;Turkey;United States of America;Vietnam;Non-religious;Muslim;Christian;Budhist;United States of America
India;China;Turkey;Sweden;Hindu;Non-religious;Muslim;Christian;Turkey
Turkey;Nepal;Sweden;China;Muslim;Hindu;Christian;Non-religious;China
Sweden;Turkey;Thailand;China;Christian;Muslim;Budhist;Non-religious;Thailand
Turkey;Vietnam;China;Sweden;Muslim;Budhist;Non-religious;Christian;Turkey
Turkey;India;United Kingdom;China;Muslim;Hindu;Christian;Non-religious;Turkey
Nepal;China;United Kingdom;Turkey;Hindu;Non-religious;Christian;Muslim;China
Thailand;China;United Kingdom;Turkey;Budhist;Non-religious;Christian;Muslim;United Kingdom
United Kingdom;Turkey;China;Vietnam;Christian;Muslim;Non-religious;Budhist;Vietnam
Turkey;China;Australia;India;Muslim;Non-religious;Christian;Hindu;India
Australia;Turkey;Nepal;China;Christian;Muslim;Hindu;Non-religious;Australia
Australia;Thailand;Turkey;China;Christian;Budhist;Muslim;Non-religious;China
Australia;China;Turkey;Vietnam;Christian;Non-religious;Muslim;Budhist;Australia
